Labour market region (SA4): ASGS (2011),date,percent total,sa4_code_2011
125 Sydney - Parramatta,2005-11-01,35.25,125
126 Sydney - Ryde,2005-11-01,16.35,126
127 Sydney - South West,2005-11-01,42.31,127
128 Sydney - Sutherland,2005-11-01,29.32,128
101 Capital Region,2005-11-01,34.36,101
103 New South Wales - Central West,2005-11-01,35.95,103
104 Coffs Harbour - Grafton,2005-11-01,36.20,104
105 Far West and Orana,2005-11-01,33.00,105
106 Hunter Valley exc Newcastle,2005-11-01,43.75,106
107 Illawarra,2005-11-01,37.24,107
108 Mid North Coast,2005-11-01,39.77,108
109 Murray,2005-11-01,45.65,109
110 New England and North West,2005-11-01,36.60,110
111 Newcastle and Lake Macquarie,2005-11-01,31.36,111
112 Richmond - Tweed,2005-11-01,34.72,112
113 Riverina,2005-11-01,34.88,113
114 Southern Highlands and Shoalhaven,2005-11-01,35.59,114
206 Melbourne - Inner,2005-11-01,17.18,206
207 Melbourne - Inner East,2005-11-01,17.89,207
208 Melbourne - Inner South,2005-11-01,20.38,208
209 Melbourne - North East,2005-11-01,32.36,209
210 Melbourne - North West,2005-11-01,41.08,210
211 Melbourne - Outer East,2005-11-01,33.06,211
212 Melbourne - South East,2005-11-01,39.26,212
213 Melbourne - West,2005-11-01,38.23,213
214 Mornington Peninsula,2005-11-01,39.05,214
201 Ballarat,2005-11-01,36.49,201
202 Bendigo,2005-11-01,33.18,202
203 Geelong,2005-11-01,37.52,203
204 Hume,2005-11-01,36.50,204
205 Latrobe - Gippsland,2005-11-01,40.67,205
215 Victoria - North West,2005-11-01,35.65,215
216 Shepparton,2005-11-01,41.43,216
217 Warrnambool and South West,2005-11-01,40.09,217
301 Brisbane - East,2005-11-01,34.39,301
302 Brisbane - North,2005-11-01,31.81,302
303 Brisbane - South,2005-11-01,28.33,303
304 Brisbane - West,2005-11-01,17.19,304
305 Brisbane Inner City,2005-11-01,18.22,305
310 Ipswich,2005-11-01,43.14,310
311 Logan - Beaudesert,2005-11-01,46.37,311
313 Moreton Bay - North,2005-11-01,42.47,313
314 Moreton Bay - South,2005-11-01,30.89,314
306 Cairns,2005-11-01,38.88,306
307 Darling Downs - Maranoa,2005-11-01,37.59,307
308 Fitzroy,2005-11-01,40.47,308
309 Gold Coast,2005-11-01,34.06,309
312 Mackay,2005-11-01,43.70,312
315 Queensland - Outback,2005-11-01,45.79,315
316 Sunshine Coast,2005-11-01,37.36,316
317 Toowoomba,2005-11-01,37.39,317
318 Townsville,2005-11-01,37.45,318
319 Wide Bay,2005-11-01,40.11,319
401 Adelaide - Central and Hills,2005-11-01,21.70,401
402 Adelaide - North,2005-11-01,40.19,402
403 Adelaide - South,2005-11-01,33.42,403
404 Adelaide - West,2005-11-01,32.08,404
405 Barossa - Yorke - Mid North,2005-11-01,38.18,405
406 South Australia - Outback,2005-11-01,40.05,406
407 South Australia - South East,2005-11-01,41.40,407
502 Mandurah,2005-11-01,49.97,502
503 Perth - Inner,2005-11-01,13.86,503
504 Perth - North East,2005-11-01,36.99,504
505 Perth - North West,2005-11-01,31.91,505
506 Perth - South East,2005-11-01,35.79,506
507 Perth - South West,2005-11-01,33.83,507
501 Bunbury,2005-11-01,43.39,501
508 Western Australia - Outback,2005-11-01,44.08,508
509 Western Australia - Wheat Belt,2005-11-01,36.75,509
601 Hobart,2005-11-01,28.92,601
602 Launceston and North East,2005-11-01,37.99,602
603 Tasmania - South East,2005-11-01,48.55,603
604 Tasmania - West and North West,2005-11-01,42.49,604
701 Darwin,2005-11-01,32.99,701
702 Northern Territory - Outback,2005-11-01,32.77,702
801 Australian Capital Territory,2005-11-01,19.87,801
102 Central Coast,2006-11-01,34.32,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-11-01,24.81,115
116 Sydney - Blacktown,2006-11-01,40.35,116
117 Sydney - City and Inner South,2006-11-01,19.88,117
118 Sydney - Eastern Suburbs,2006-11-01,15.12,118
119 Sydney - Inner South West,2006-11-01,35.65,119
120 Sydney - Inner West,2006-11-01,18.29,120
121 Sydney - North Sydney and Hornsby,2006-11-01,12.91,121
122 Sydney - Northern Beaches,2006-11-01,22.53,122
123 Sydney - Outer South West,2006-11-01,35.84,123
124 Sydney - Outer West and Blue Mountains,2006-11-01,32.89,124
125 Sydney - Parramatta,2006-11-01,33.30,125
126 Sydney - Ryde,2006-11-01,19.09,126
127 Sydney - South West,2006-11-01,41.76,127
128 Sydney - Sutherland,2006-11-01,25.79,128
101 Capital Region,2006-11-01,36.27,101
103 New South Wales - Central West,2006-11-01,38.33,103
104 Coffs Harbour - Grafton,2006-11-01,37.52,104
105 Far West and Orana,2006-11-01,32.64,105
106 Hunter Valley exc Newcastle,2006-11-01,44.00,106
107 Illawarra,2006-11-01,35.71,107
108 Mid North Coast,2006-11-01,38.74,108
109 Murray,2006-11-01,40.16,109
110 New England and North West,2006-11-01,34.28,110
111 Newcastle and Lake Macquarie,2006-11-01,33.85,111
112 Richmond - Tweed,2006-11-01,32.46,112
113 Riverina,2006-11-01,36.29,113
114 Southern Highlands and Shoalhaven,2006-11-01,33.13,114
206 Melbourne - Inner,2006-11-01,16.18,206
207 Melbourne - Inner East,2006-11-01,18.68,207
208 Melbourne - Inner South,2006-11-01,20.22,208
209 Melbourne - North East,2006-11-01,31.66,209
210 Melbourne - North West,2006-11-01,38.53,210
211 Melbourne - Outer East,2006-11-01,33.17,211
212 Melbourne - South East,2006-11-01,35.96,212
213 Melbourne - West,2006-11-01,39.52,213
214 Mornington Peninsula,2006-11-01,37.58,214
201 Ballarat,2006-11-01,39.15,201
202 Bendigo,2006-11-01,35.34,202
203 Geelong,2006-11-01,35.65,203
204 Hume,2006-11-01,42.07,204
205 Latrobe - Gippsland,2006-11-01,40.67,205
215 Victoria - North West,2006-11-01,31.43,215
216 Shepparton,2006-11-01,39.97,216
217 Warrnambool and South West,2006-11-01,38.65,217
301 Brisbane - East,2006-11-01,35.34,301
302 Brisbane - North,2006-11-01,29.87,302
303 Brisbane - South,2006-11-01,27.90,303
304 Brisbane - West,2006-11-01,19.54,304
305 Brisbane Inner City,2006-11-01,17.25,305
310 Ipswich,2006-11-01,45.16,310
311 Logan - Beaudesert,2006-11-01,47.64,311
313 Moreton Bay - North,2006-11-01,39.83,313
314 Moreton Bay - South,2006-11-01,31.93,314
306 Cairns,2006-11-01,38.94,306
307 Darling Downs - Maranoa,2006-11-01,43.55,307
308 Fitzroy,2006-11-01,45.58,308
309 Gold Coast,2006-11-01,34.56,309
312 Mackay,2006-11-01,46.30,312
315 Queensland - Outback,2006-11-01,43.63,315
316 Sunshine Coast,2006-11-01,35.94,316
317 Toowoomba,2006-11-01,38.09,317
318 Townsville,2006-11-01,37.33,318
319 Wide Bay,2006-11-01,40.97,319
401 Adelaide - Central and Hills,2006-11-01,21.91,401
402 Adelaide - North,2006-11-01,42.74,402
403 Adelaide - South,2006-11-01,31.64,403
404 Adelaide - West,2006-11-01,32.94,404
405 Barossa - Yorke - Mid North,2006-11-01,40.92,405
406 South Australia - Outback,2006-11-01,43.97,406
407 South Australia - South East,2006-11-01,43.02,407
502 Mandurah,2006-11-01,53.29,502
503 Perth - Inner,2006-11-01,18.33,503
504 Perth - North East,2006-11-01,37.88,504
505 Perth - North West,2006-11-01,33.78,505
506 Perth - South East,2006-11-01,35.52,506
507 Perth - South West,2006-11-01,35.20,507
501 Bunbury,2006-11-01,46.32,501
508 Western Australia - Outback,2006-11-01,45.35,508
509 Western Australia - Wheat Belt,2006-11-01,41.17,509
601 Hobart,2006-11-01,28.26,601
602 Launceston and North East,2006-11-01,38.53,602
603 Tasmania - South East,2006-11-01,39.84,603
604 Tasmania - West and North West,2006-11-01,45.67,604
701 Darwin,2006-11-01,33.10,701
702 Northern Territory - Outback,2006-11-01,36.36,702
801 Australian Capital Territory,2006-11-01,19.24,801
102 Central Coast,2007-11-01,38.84,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-11-01,23.63,115
116 Sydney - Blacktown,2007-11-01,39.55,116
117 Sydney - City and Inner South,2007-11-01,17.52,117
118 Sydney - Eastern Suburbs,2007-11-01,17.43,118
119 Sydney - Inner South West,2007-11-01,36.79,119
120 Sydney - Inner West,2007-11-01,20.62,120
121 Sydney - North Sydney and Hornsby,2007-11-01,12.73,121
122 Sydney - Northern Beaches,2007-11-01,24.19,122
123 Sydney - Outer South West,2007-11-01,40.36,123
124 Sydney - Outer West and Blue Mountains,2007-11-01,31.89,124
125 Sydney - Parramatta,2007-11-01,32.69,125
126 Sydney - Ryde,2007-11-01,17.37,126
127 Sydney - South West,2007-11-01,45.42,127
128 Sydney - Sutherland,2007-11-01,28.62,128
101 Capital Region,2007-11-01,37.48,101
103 New South Wales - Central West,2007-11-01,34.91,103
104 Coffs Harbour - Grafton,2007-11-01,36.10,104
105 Far West and Orana,2007-11-01,33.89,105
106 Hunter Valley exc Newcastle,2007-11-01,45.84,106
107 Illawarra,2007-11-01,39.05,107
108 Mid North Coast,2007-11-01,38.10,108
109 Murray,2007-11-01,39.61,109
110 New England and North West,2007-11-01,32.49,110
111 Newcastle and Lake Macquarie,2007-11-01,33.64,111
112 Richmond - Tweed,2007-11-01,35.20,112
113 Riverina,2007-11-01,36.38,113
114 Southern Highlands and Shoalhaven,2007-11-01,33.58,114
206 Melbourne - Inner,2007-11-01,15.48,206
207 Melbourne - Inner East,2007-11-01,17.29,207
208 Melbourne - Inner South,2007-11-01,19.92,208
209 Melbourne - North East,2007-11-01,34.04,209
210 Melbourne - North West,2007-11-01,40.04,210
211 Melbourne - Outer East,2007-11-01,35.65,211
212 Melbourne - South East,2007-11-01,40.07,212
213 Melbourne - West,2007-11-01,38.59,213
214 Mornington Peninsula,2007-11-01,37.34,214
201 Ballarat,2007-11-01,40.29,201
202 Bendigo,2007-11-01,35.30,202
203 Geelong,2007-11-01,37.43,203
204 Hume,2007-11-01,42.05,204
205 Latrobe - Gippsland,2007-11-01,40.82,205
215 Victoria - North West,2007-11-01,32.97,215
216 Shepparton,2007-11-01,37.58,216
217 Warrnambool and South West,2007-11-01,39.67,217
301 Brisbane - East,2007-11-01,37.49,301
302 Brisbane - North,2007-11-01,30.84,302
303 Brisbane - South,2007-11-01,26.83,303
304 Brisbane - West,2007-11-01,19.64,304
305 Brisbane Inner City,2007-11-01,16.19,305
310 Ipswich,2007-11-01,43.88,310
311 Logan - Beaudesert,2007-11-01,43.17,311
313 Moreton Bay - North,2007-11-01,42.44,313
314 Moreton Bay - South,2007-11-01,30.48,314
306 Cairns,2007-11-01,40.11,306
307 Darling Downs - Maranoa,2007-11-01,38.24,307
308 Fitzroy,2007-11-01,44.66,308
309 Gold Coast,2007-11-01,35.48,309
312 Mackay,2007-11-01,43.43,312
315 Queensland - Outback,2007-11-01,47.69,315
316 Sunshine Coast,2007-11-01,34.46,316
317 Toowoomba,2007-11-01,35.50,317
318 Townsville,2007-11-01,42.91,318
319 Wide Bay,2007-11-01,42.86,319
401 Adelaide - Central and Hills,2007-11-01,22.89,401
402 Adelaide - North,2007-11-01,38.39,402
403 Adelaide - South,2007-11-01,32.61,403
404 Adelaide - West,2007-11-01,31.56,404
405 Barossa - Yorke - Mid North,2007-11-01,36.49,405
406 South Australia - Outback,2007-11-01,47.42,406
407 South Australia - South East,2007-11-01,40.02,407
502 Mandurah,2007-11-01,46.64,502
503 Perth - Inner,2007-11-01,15.40,503
504 Perth - North East,2007-11-01,37.39,504
505 Perth - North West,2007-11-01,31.89,505
506 Perth - South East,2007-11-01,34.78,506
507 Perth - South West,2007-11-01,35.28,507
501 Bunbury,2007-11-01,47.05,501
508 Western Australia - Outback,2007-11-01,48.51,508
509 Western Australia - Wheat Belt,2007-11-01,37.33,509
601 Hobart,2007-11-01,29.76,601
602 Launceston and North East,2007-11-01,37.93,602
603 Tasmania - South East,2007-11-01,44.57,603
604 Tasmania - West and North West,2007-11-01,46.62,604
701 Darwin,2007-11-01,29.72,701
702 Northern Territory - Outback,2007-11-01,39.45,702
801 Australian Capital Territory,2007-11-01,18.59,801
102 Central Coast,2008-11-01,37.18,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-11-01,24.24,115
116 Sydney - Blacktown,2008-11-01,43.08,116
117 Sydney - City and Inner South,2008-11-01,19.77,117
118 Sydney - Eastern Suburbs,2008-11-01,15.93,118
119 Sydney - Inner South West,2008-11-01,36.73,119
120 Sydney - Inner West,2008-11-01,19.56,120
121 Sydney - North Sydney and Hornsby,2008-11-01,13.56,121
122 Sydney - Northern Beaches,2008-11-01,20.93,122
123 Sydney - Outer South West,2008-11-01,36.51,123
124 Sydney - Outer West and Blue Mountains,2008-11-01,33.31,124
125 Sydney - Parramatta,2008-11-01,30.92,125
126 Sydney - Ryde,2008-11-01,18.37,126
127 Sydney - South West,2008-11-01,45.60,127
128 Sydney - Sutherland,2008-11-01,26.12,128
101 Capital Region,2008-11-01,32.01,101
103 New South Wales - Central West,2008-11-01,40.06,103
104 Coffs Harbour - Grafton,2008-11-01,38.62,104
105 Far West and Orana,2008-11-01,28.10,105
106 Hunter Valley exc Newcastle,2008-11-01,43.78,106
107 Illawarra,2008-11-01,38.01,107
108 Mid North Coast,2008-11-01,34.03,108
109 Murray,2008-11-01,40.38,109
110 New England and North West,2008-11-01,40.12,110
111 Newcastle and Lake Macquarie,2008-11-01,34.74,111
112 Richmond - Tweed,2008-11-01,41.28,112
113 Riverina,2008-11-01,39.56,113
114 Southern Highlands and Shoalhaven,2008-11-01,32.99,114
206 Melbourne - Inner,2008-11-01,16.62,206
207 Melbourne - Inner East,2008-11-01,18.39,207
208 Melbourne - Inner South,2008-11-01,16.91,208
209 Melbourne - North East,2008-11-01,31.91,209
210 Melbourne - North West,2008-11-01,38.08,210
211 Melbourne - Outer East,2008-11-01,32.16,211
212 Melbourne - South East,2008-11-01,37.80,212
213 Melbourne - West,2008-11-01,38.78,213
214 Mornington Peninsula,2008-11-01,36.86,214
201 Ballarat,2008-11-01,42.00,201
202 Bendigo,2008-11-01,30.53,202
203 Geelong,2008-11-01,34.88,203
204 Hume,2008-11-01,43.34,204
205 Latrobe - Gippsland,2008-11-01,39.67,205
215 Victoria - North West,2008-11-01,42.04,215
216 Shepparton,2008-11-01,40.60,216
217 Warrnambool and South West,2008-11-01,41.85,217
301 Brisbane - East,2008-11-01,34.85,301
302 Brisbane - North,2008-11-01,32.68,302
303 Brisbane - South,2008-11-01,26.71,303
304 Brisbane - West,2008-11-01,12.33,304
305 Brisbane Inner City,2008-11-01,18.65,305
310 Ipswich,2008-11-01,42.44,310
311 Logan - Beaudesert,2008-11-01,40.76,311
313 Moreton Bay - North,2008-11-01,36.64,313
314 Moreton Bay - South,2008-11-01,28.76,314
306 Cairns,2008-11-01,40.76,306
307 Darling Downs - Maranoa,2008-11-01,37.88,307
308 Fitzroy,2008-11-01,48.40,308
309 Gold Coast,2008-11-01,32.14,309
312 Mackay,2008-11-01,42.91,312
315 Queensland - Outback,2008-11-01,50.44,315
316 Sunshine Coast,2008-11-01,33.73,316
317 Toowoomba,2008-11-01,34.04,317
318 Townsville,2008-11-01,41.36,318
319 Wide Bay,2008-11-01,42.28,319
401 Adelaide - Central and Hills,2008-11-01,21.89,401
402 Adelaide - North,2008-11-01,38.98,402
403 Adelaide - South,2008-11-01,31.65,403
404 Adelaide - West,2008-11-01,32.76,404
405 Barossa - Yorke - Mid North,2008-11-01,37.96,405
406 South Australia - Outback,2008-11-01,38.47,406
407 South Australia - South East,2008-11-01,41.97,407
502 Mandurah,2008-11-01,48.35,502
503 Perth - Inner,2008-11-01,16.22,503
504 Perth - North East,2008-11-01,38.72,504
505 Perth - North West,2008-11-01,31.53,505
506 Perth - South East,2008-11-01,40.04,506
507 Perth - South West,2008-11-01,35.79,507
501 Bunbury,2008-11-01,46.66,501
508 Western Australia - Outback,2008-11-01,47.21,508
509 Western Australia - Wheat Belt,2008-11-01,41.18,509
601 Hobart,2008-11-01,28.23,601
602 Launceston and North East,2008-11-01,37.38,602
603 Tasmania - South East,2008-11-01,40.15,603
604 Tasmania - West and North West,2008-11-01,46.89,604
701 Darwin,2008-11-01,30.60,701
702 Northern Territory - Outback,2008-11-01,36.69,702
801 Australian Capital Territory,2008-11-01,18.76,801
102 Central Coast,2009-11-01,33.15,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-11-01,19.66,115
116 Sydney - Blacktown,2009-11-01,39.23,116
117 Sydney - City and Inner South,2009-11-01,16.86,117
118 Sydney - Eastern Suburbs,2009-11-01,15.60,118
119 Sydney - Inner South West,2009-11-01,32.74,119
120 Sydney - Inner West,2009-11-01,20.28,120
121 Sydney - North Sydney and Hornsby,2009-11-01,14.20,121
122 Sydney - Northern Beaches,2009-11-01,24.62,122
123 Sydney - Outer South West,2009-11-01,32.79,123
124 Sydney - Outer West and Blue Mountains,2009-11-01,36.84,124
125 Sydney - Parramatta,2009-11-01,32.75,125
126 Sydney - Ryde,2009-11-01,19.63,126
127 Sydney - South West,2009-11-01,44.67,127
128 Sydney - Sutherland,2009-11-01,25.53,128
101 Capital Region,2009-11-01,27.95,101
103 New South Wales - Central West,2009-11-01,43.48,103
104 Coffs Harbour - Grafton,2009-11-01,38.76,104
105 Far West and Orana,2009-11-01,30.50,105
106 Hunter Valley exc Newcastle,2009-11-01,42.08,106
107 Illawarra,2009-11-01,34.56,107
108 Mid North Coast,2009-11-01,33.98,108
109 Murray,2009-11-01,34.43,109
110 New England and North West,2009-11-01,38.75,110
111 Newcastle and Lake Macquarie,2009-11-01,31.51,111
112 Richmond - Tweed,2009-11-01,34.34,112
113 Riverina,2009-11-01,42.32,113
114 Southern Highlands and Shoalhaven,2009-11-01,33.57,114
206 Melbourne - Inner,2009-11-01,16.05,206
207 Melbourne - Inner East,2009-11-01,17.32,207
208 Melbourne - Inner South,2009-11-01,17.00,208
209 Melbourne - North East,2009-11-01,30.26,209
210 Melbourne - North West,2009-11-01,38.31,210
211 Melbourne - Outer East,2009-11-01,30.18,211
212 Melbourne - South East,2009-11-01,34.29,212
213 Melbourne - West,2009-11-01,37.22,213
214 Mornington Peninsula,2009-11-01,34.73,214
201 Ballarat,2009-11-01,39.37,201
202 Bendigo,2009-11-01,35.19,202
203 Geelong,2009-11-01,33.29,203
204 Hume,2009-11-01,47.76,204
205 Latrobe - Gippsland,2009-11-01,39.71,205
215 Victoria - North West,2009-11-01,33.87,215
216 Shepparton,2009-11-01,41.34,216
217 Warrnambool and South West,2009-11-01,43.03,217
301 Brisbane - East,2009-11-01,31.70,301
302 Brisbane - North,2009-11-01,32.48,302
303 Brisbane - South,2009-11-01,23.61,303
304 Brisbane - West,2009-11-01,16.95,304
305 Brisbane Inner City,2009-11-01,17.09,305
310 Ipswich,2009-11-01,46.56,310
311 Logan - Beaudesert,2009-11-01,43.85,311
313 Moreton Bay - North,2009-11-01,38.63,313
314 Moreton Bay - South,2009-11-01,29.96,314
306 Cairns,2009-11-01,37.85,306
307 Darling Downs - Maranoa,2009-11-01,32.04,307
308 Fitzroy,2009-11-01,52.02,308
309 Gold Coast,2009-11-01,34.52,309
312 Mackay,2009-11-01,45.45,312
315 Queensland - Outback,2009-11-01,43.89,315
316 Sunshine Coast,2009-11-01,33.82,316
317 Toowoomba,2009-11-01,37.30,317
318 Townsville,2009-11-01,38.10,318
319 Wide Bay,2009-11-01,42.62,319
401 Adelaide - Central and Hills,2009-11-01,19.78,401
402 Adelaide - North,2009-11-01,40.40,402
403 Adelaide - South,2009-11-01,29.90,403
404 Adelaide - West,2009-11-01,31.33,404
405 Barossa - Yorke - Mid North,2009-11-01,38.72,405
406 South Australia - Outback,2009-11-01,41.31,406
407 South Australia - South East,2009-11-01,35.77,407
502 Mandurah,2009-11-01,43.50,502
503 Perth - Inner,2009-11-01,18.50,503
504 Perth - North East,2009-11-01,33.90,504
505 Perth - North West,2009-11-01,33.75,505
506 Perth - South East,2009-11-01,36.92,506
507 Perth - South West,2009-11-01,35.65,507
501 Bunbury,2009-11-01,39.56,501
508 Western Australia - Outback,2009-11-01,47.43,508
509 Western Australia - Wheat Belt,2009-11-01,37.50,509
601 Hobart,2009-11-01,27.97,601
602 Launceston and North East,2009-11-01,35.69,602
603 Tasmania - South East,2009-11-01,36.95,603
604 Tasmania - West and North West,2009-11-01,43.49,604
701 Darwin,2009-11-01,31.03,701
702 Northern Territory - Outback,2009-11-01,39.25,702
801 Australian Capital Territory,2009-11-01,17.34,801
102 Central Coast,2010-11-01,30.89,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-11-01,22.61,115
116 Sydney - Blacktown,2010-11-01,34.46,116
117 Sydney - City and Inner South,2010-11-01,17.89,117
118 Sydney - Eastern Suburbs,2010-11-01,13.87,118
119 Sydney - Inner South West,2010-11-01,31.66,119
120 Sydney - Inner West,2010-11-01,17.50,120
121 Sydney - North Sydney and Hornsby,2010-11-01,11.97,121
122 Sydney - Northern Beaches,2010-11-01,19.48,122
123 Sydney - Outer South West,2010-11-01,37.48,123
124 Sydney - Outer West and Blue Mountains,2010-11-01,38.13,124
125 Sydney - Parramatta,2010-11-01,33.54,125
126 Sydney - Ryde,2010-11-01,21.63,126
127 Sydney - South West,2010-11-01,43.72,127
128 Sydney - Sutherland,2010-11-01,25.41,128
101 Capital Region,2010-11-01,25.39,101
103 New South Wales - Central West,2010-11-01,34.73,103
104 Coffs Harbour - Grafton,2010-11-01,34.60,104
105 Far West and Orana,2010-11-01,36.30,105
106 Hunter Valley exc Newcastle,2010-11-01,47.06,106
107 Illawarra,2010-11-01,31.94,107
108 Mid North Coast,2010-11-01,36.20,108
109 Murray,2010-11-01,34.52,109
110 New England and North West,2010-11-01,39.89,110
111 Newcastle and Lake Macquarie,2010-11-01,32.92,111
112 Richmond - Tweed,2010-11-01,34.56,112
113 Riverina,2010-11-01,48.33,113
114 Southern Highlands and Shoalhaven,2010-11-01,36.08,114
206 Melbourne - Inner,2010-11-01,14.75,206
207 Melbourne - Inner East,2010-11-01,17.21,207
208 Melbourne - Inner South,2010-11-01,17.53,208
209 Melbourne - North East,2010-11-01,29.49,209
210 Melbourne - North West,2010-11-01,36.60,210
211 Melbourne - Outer East,2010-11-01,30.78,211
212 Melbourne - South East,2010-11-01,37.52,212
213 Melbourne - West,2010-11-01,35.25,213
214 Mornington Peninsula,2010-11-01,35.34,214
201 Ballarat,2010-11-01,37.44,201
202 Bendigo,2010-11-01,30.06,202
203 Geelong,2010-11-01,35.74,203
204 Hume,2010-11-01,37.04,204
205 Latrobe - Gippsland,2010-11-01,40.49,205
215 Victoria - North West,2010-11-01,34.59,215
216 Shepparton,2010-11-01,43.52,216
217 Warrnambool and South West,2010-11-01,41.27,217
301 Brisbane - East,2010-11-01,32.21,301
302 Brisbane - North,2010-11-01,26.95,302
303 Brisbane - South,2010-11-01,26.36,303
304 Brisbane - West,2010-11-01,17.93,304
305 Brisbane Inner City,2010-11-01,17.71,305
310 Ipswich,2010-11-01,43.93,310
311 Logan - Beaudesert,2010-11-01,42.30,311
313 Moreton Bay - North,2010-11-01,36.69,313
314 Moreton Bay - South,2010-11-01,30.75,314
306 Cairns,2010-11-01,38.66,306
307 Darling Downs - Maranoa,2010-11-01,35.81,307
308 Fitzroy,2010-11-01,47.32,308
309 Gold Coast,2010-11-01,33.60,309
312 Mackay,2010-11-01,50.07,312
315 Queensland - Outback,2010-11-01,43.32,315
316 Sunshine Coast,2010-11-01,32.31,316
317 Toowoomba,2010-11-01,32.65,317
318 Townsville,2010-11-01,39.40,318
319 Wide Bay,2010-11-01,39.38,319
401 Adelaide - Central and Hills,2010-11-01,20.66,401
402 Adelaide - North,2010-11-01,38.26,402
403 Adelaide - South,2010-11-01,29.77,403
404 Adelaide - West,2010-11-01,31.38,404
405 Barossa - Yorke - Mid North,2010-11-01,37.96,405
406 South Australia - Outback,2010-11-01,39.91,406
407 South Australia - South East,2010-11-01,42.06,407
502 Mandurah,2010-11-01,43.79,502
503 Perth - Inner,2010-11-01,18.65,503
504 Perth - North East,2010-11-01,36.02,504
505 Perth - North West,2010-11-01,32.40,505
506 Perth - South East,2010-11-01,36.69,506
507 Perth - South West,2010-11-01,32.22,507
501 Bunbury,2010-11-01,47.85,501
508 Western Australia - Outback,2010-11-01,47.60,508
509 Western Australia - Wheat Belt,2010-11-01,35.04,509
601 Hobart,2010-11-01,25.27,601
602 Launceston and North East,2010-11-01,34.18,602
603 Tasmania - South East,2010-11-01,39.02,603
604 Tasmania - West and North West,2010-11-01,43.70,604
701 Darwin,2010-11-01,30.08,701
702 Northern Territory - Outback,2010-11-01,36.33,702
801 Australian Capital Territory,2010-11-01,18.24,801
102 Central Coast,2011-11-01,31.34,102
115 Sydney - Baulkham Hills and Hawkesbury,2011-11-01,24.41,115
116 Sydney - Blacktown,2011-11-01,35.18,116
117 Sydney - City and Inner South,2011-11-01,16.88,117
118 Sydney - Eastern Suburbs,2011-11-01,16.02,118
119 Sydney - Inner South West,2011-11-01,30.20,119
120 Sydney - Inner West,2011-11-01,19.56,120
121 Sydney - North Sydney and Hornsby,2011-11-01,10.58,121
122 Sydney - Northern Beaches,2011-11-01,19.78,122
123 Sydney - Outer South West,2011-11-01,36.11,123
124 Sydney - Outer West and Blue Mountains,2011-11-01,37.58,124
125 Sydney - Parramatta,2011-11-01,31.16,125
126 Sydney - Ryde,2011-11-01,18.29,126
127 Sydney - South West,2011-11-01,41.85,127
128 Sydney - Sutherland,2011-11-01,24.59,128
101 Capital Region,2011-11-01,32.34,101
103 New South Wales - Central West,2011-11-01,42.51,103
104 Coffs Harbour - Grafton,2011-11-01,36.01,104
105 Far West and Orana,2011-11-01,32.76,105
106 Hunter Valley exc Newcastle,2011-11-01,43.48,106
107 Illawarra,2011-11-01,32.52,107
108 Mid North Coast,2011-11-01,37.73,108
109 Murray,2011-11-01,30.53,109
110 New England and North West,2011-11-01,40.93,110
111 Newcastle and Lake Macquarie,2011-11-01,33.66,111
112 Richmond - Tweed,2011-11-01,34.31,112
113 Riverina,2011-11-01,37.68,113
114 Southern Highlands and Shoalhaven,2011-11-01,36.66,114
206 Melbourne - Inner,2011-11-01,15.43,206
207 Melbourne - Inner East,2011-11-01,16.71,207
208 Melbourne - Inner South,2011-11-01,18.02,208
209 Melbourne - North East,2011-11-01,29.25,209
210 Melbourne - North West,2011-11-01,33.55,210
211 Melbourne - Outer East,2011-11-01,31.38,211
212 Melbourne - South East,2011-11-01,37.89,212
213 Melbourne - West,2011-11-01,37.93,213
214 Mornington Peninsula,2011-11-01,34.34,214
201 Ballarat,2011-11-01,39.55,201
202 Bendigo,2011-11-01,34.62,202
203 Geelong,2011-11-01,35.80,203
204 Hume,2011-11-01,40.51,204
205 Latrobe - Gippsland,2011-11-01,36.06,205
215 Victoria - North West,2011-11-01,38.35,215
216 Shepparton,2011-11-01,46.37,216
217 Warrnambool and South West,2011-11-01,39.70,217
301 Brisbane - East,2011-11-01,31.01,301
302 Brisbane - North,2011-11-01,26.34,302
303 Brisbane - South,2011-11-01,23.89,303
304 Brisbane - West,2011-11-01,18.40,304
305 Brisbane Inner City,2011-11-01,18.66,305
310 Ipswich,2011-11-01,38.22,310
311 Logan - Beaudesert,2011-11-01,39.50,311
313 Moreton Bay - North,2011-11-01,41.43,313
314 Moreton Bay - South,2011-11-01,29.80,314
306 Cairns,2011-11-01,37.45,306
307 Darling Downs - Maranoa,2011-11-01,34.97,307
308 Fitzroy,2011-11-01,44.84,308
309 Gold Coast,2011-11-01,34.28,309
312 Mackay,2011-11-01,47.84,312
315 Queensland - Outback,2011-11-01,41.06,315
316 Sunshine Coast,2011-11-01,32.66,316
317 Toowoomba,2011-11-01,30.19,317
318 Townsville,2011-11-01,36.07,318
319 Wide Bay,2011-11-01,43.02,319
401 Adelaide - Central and Hills,2011-11-01,21.30,401
