Labour market region (SA4): ASGS (2011),date,percent total workers,sa4_code_2011
112 Richmond - Tweed,2005-08-01,0.244,112
113 Riverina,2005-08-01,0.1989,113
114 Southern Highlands and Shoalhaven,2005-08-01,0.2583,114
206 Melbourne - Inner,2005-08-01,0.2279,206
207 Melbourne - Inner East,2005-08-01,0.2635,207
208 Melbourne - Inner South,2005-08-01,0.2664,208
209 Melbourne - North East,2005-08-01,0.2737,209
210 Melbourne - North West,2005-08-01,0.2784,210
211 Melbourne - Outer East,2005-08-01,0.2795,211
212 Melbourne - South East,2005-08-01,0.2593,212
213 Melbourne - West,2005-08-01,0.2816,213
214 Mornington Peninsula,2005-08-01,0.2706,214
201 Ballarat,2005-08-01,0.233,201
202 Bendigo,2005-08-01,0.247,202
203 Geelong,2005-08-01,0.2168,203
204 Hume,2005-08-01,0.1861,204
205 Latrobe - Gippsland,2005-08-01,0.2107,205
215 Victoria - North West,2005-08-01,0.2411,215
216 Shepparton,2005-08-01,0.2639,216
217 Warrnambool and South West,2005-08-01,0.1831,217
301 Brisbane - East,2005-08-01,0.3117,301
302 Brisbane - North,2005-08-01,0.2966,302
303 Brisbane - South,2005-08-01,0.2914,303
304 Brisbane - West,2005-08-01,0.2724,304
305 Brisbane Inner City,2005-08-01,0.2597,305
310 Ipswich,2005-08-01,0.2778,310
311 Logan - Beaudesert,2005-08-01,0.2857,311
313 Moreton Bay - North,2005-08-01,0.275,313
314 Moreton Bay - South,2005-08-01,0.326,314
306 Cairns,2005-08-01,0.256,306
307 Darling Downs - Maranoa,2005-08-01,0.2299,307
308 Fitzroy,2005-08-01,0.2319,308
309 Gold Coast,2005-08-01,0.2799,309
312 Mackay,2005-08-01,0.22,312
315 Queensland - Outback,2005-08-01,0.2107,315
316 Sunshine Coast,2005-08-01,0.2654,316
317 Toowoomba,2005-08-01,0.2542,317
318 Townsville,2005-08-01,0.2764,318
319 Wide Bay,2005-08-01,0.2448,319
401 Adelaide - Central and Hills,2005-08-01,0.2577,401
402 Adelaide - North,2005-08-01,0.2904,402
403 Adelaide - South,2005-08-01,0.2748,403
404 Adelaide - West,2005-08-01,0.2951,404
405 Barossa - Yorke - Mid North,2005-08-01,0.2183,405
406 South Australia - Outback,2005-08-01,0.2046,406
407 South Australia - South East,2005-08-01,0.2103,407
502 Mandurah,2005-08-01,0.2564,502
503 Perth - Inner,2005-08-01,0.2116,503
504 Perth - North East,2005-08-01,0.2509,504
505 Perth - North West,2005-08-01,0.2709,505
506 Perth - South East,2005-08-01,0.2802,506
507 Perth - South West,2005-08-01,0.2608,507
501 Bunbury,2005-08-01,0.2338,501
508 Western Australia - Outback,2005-08-01,0.1653,508
509 Western Australia - Wheat Belt,2005-08-01,0.1748,509
601 Hobart,2005-08-01,0.2709,601
602 Launceston and North East,2005-08-01,0.2388,602
603 Tasmania - South East,2005-08-01,0.1488,603
604 Tasmania - West and North West,2005-08-01,0.2147,604
701 Darwin,2005-08-01,0.2737,701
702 Northern Territory - Outback,2005-08-01,0.2097,702
801 Australian Capital Territory,2005-08-01,0.2906,801
102 Central Coast,2006-08-01,0.2795,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-08-01,0.2639,115
116 Sydney - Blacktown,2006-08-01,0.3075,116
117 Sydney - City and Inner South,2006-08-01,0.2634,117
118 Sydney - Eastern Suburbs,2006-08-01,0.2133,118
119 Sydney - Inner South West,2006-08-01,0.2823,119
120 Sydney - Inner West,2006-08-01,0.2814,120
121 Sydney - North Sydney and Hornsby,2006-08-01,0.2734,121
122 Sydney - Northern Beaches,2006-08-01,0.2441,122
123 Sydney - Outer South West,2006-08-01,0.3096,123
124 Sydney - Outer West and Blue Mountains,2006-08-01,0.2625,124
125 Sydney - Parramatta,2006-08-01,0.2871,125
126 Sydney - Ryde,2006-08-01,0.2345,126
127 Sydney - South West,2006-08-01,0.2779,127
128 Sydney - Sutherland,2006-08-01,0.2952,128
101 Capital Region,2006-08-01,0.2516,101
103 New South Wales - Central West,2006-08-01,0.2115,103
104 Coffs Harbour - Grafton,2006-08-01,0.308,104
105 Far West and Orana,2006-08-01,0.2105,105
106 Hunter Valley exc Newcastle,2006-08-01,0.2494,106
107 Illawarra,2006-08-01,0.2431,107
108 Mid North Coast,2006-08-01,0.288,108
109 Murray,2006-08-01,0.2185,109
110 New England and North West,2006-08-01,0.2422,110
111 Newcastle and Lake Macquarie,2006-08-01,0.2963,111
112 Richmond - Tweed,2006-08-01,0.2485,112
113 Riverina,2006-08-01,0.1844,113
114 Southern Highlands and Shoalhaven,2006-08-01,0.2274,114
206 Melbourne - Inner,2006-08-01,0.237,206
207 Melbourne - Inner East,2006-08-01,0.2512,207
208 Melbourne - Inner South,2006-08-01,0.2614,208
209 Melbourne - North East,2006-08-01,0.2939,209
210 Melbourne - North West,2006-08-01,0.2812,210
211 Melbourne - Outer East,2006-08-01,0.2753,211
212 Melbourne - South East,2006-08-01,0.28,212
213 Melbourne - West,2006-08-01,0.2905,213
214 Mornington Peninsula,2006-08-01,0.2837,214
201 Ballarat,2006-08-01,0.2277,201
202 Bendigo,2006-08-01,0.2375,202
203 Geelong,2006-08-01,0.2299,203
204 Hume,2006-08-01,0.1939,204
205 Latrobe - Gippsland,2006-08-01,0.2195,205
215 Victoria - North West,2006-08-01,0.1893,215
216 Shepparton,2006-08-01,0.2345,216
217 Warrnambool and South West,2006-08-01,0.1899,217
301 Brisbane - East,2006-08-01,0.2982,301
302 Brisbane - North,2006-08-01,0.3084,302
303 Brisbane - South,2006-08-01,0.2728,303
304 Brisbane - West,2006-08-01,0.2731,304
305 Brisbane Inner City,2006-08-01,0.2285,305
310 Ipswich,2006-08-01,0.2292,310
311 Logan - Beaudesert,2006-08-01,0.2605,311
313 Moreton Bay - North,2006-08-01,0.2885,313
314 Moreton Bay - South,2006-08-01,0.3285,314
306 Cairns,2006-08-01,0.2431,306
307 Darling Downs - Maranoa,2006-08-01,0.2041,307
308 Fitzroy,2006-08-01,0.2328,308
309 Gold Coast,2006-08-01,0.2779,309
312 Mackay,2006-08-01,0.2028,312
315 Queensland - Outback,2006-08-01,0.2145,315
316 Sunshine Coast,2006-08-01,0.2715,316
317 Toowoomba,2006-08-01,0.2591,317
318 Townsville,2006-08-01,0.2722,318
319 Wide Bay,2006-08-01,0.2206,319
401 Adelaide - Central and Hills,2006-08-01,0.2489,401
402 Adelaide - North,2006-08-01,0.2638,402
403 Adelaide - South,2006-08-01,0.2566,403
404 Adelaide - West,2006-08-01,0.2678,404
405 Barossa - Yorke - Mid North,2006-08-01,0.2263,405
406 South Australia - Outback,2006-08-01,0.2017,406
407 South Australia - South East,2006-08-01,0.1856,407
502 Mandurah,2006-08-01,0.2049,502
503 Perth - Inner,2006-08-01,0.1852,503
504 Perth - North East,2006-08-01,0.2575,504
505 Perth - North West,2006-08-01,0.2906,505
506 Perth - South East,2006-08-01,0.2742,506
507 Perth - South West,2006-08-01,0.2674,507
501 Bunbury,2006-08-01,0.1911,501
508 Western Australia - Outback,2006-08-01,0.1877,508
509 Western Australia - Wheat Belt,2006-08-01,0.2188,509
601 Hobart,2006-08-01,0.2731,601
602 Launceston and North East,2006-08-01,0.2403,602
603 Tasmania - South East,2006-08-01,0.1523,603
604 Tasmania - West and North West,2006-08-01,0.2295,604
701 Darwin,2006-08-01,0.2569,701
702 Northern Territory - Outback,2006-08-01,0.223,702
801 Australian Capital Territory,2006-08-01,0.2816,801
102 Central Coast,2007-08-01,0.281,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-08-01,0.2389,115
116 Sydney - Blacktown,2007-08-01,0.2735,116
117 Sydney - City and Inner South,2007-08-01,0.2406,117
118 Sydney - Eastern Suburbs,2007-08-01,0.2168,118
119 Sydney - Inner South West,2007-08-01,0.2647,119
120 Sydney - Inner West,2007-08-01,0.2477,120
121 Sydney - North Sydney and Hornsby,2007-08-01,0.2602,121
122 Sydney - Northern Beaches,2007-08-01,0.2384,122
123 Sydney - Outer South West,2007-08-01,0.2888,123
124 Sydney - Outer West and Blue Mountains,2007-08-01,0.2708,124
125 Sydney - Parramatta,2007-08-01,0.2781,125
126 Sydney - Ryde,2007-08-01,0.2614,126
127 Sydney - South West,2007-08-01,0.2792,127
128 Sydney - Sutherland,2007-08-01,0.2767,128
101 Capital Region,2007-08-01,0.2337,101
103 New South Wales - Central West,2007-08-01,0.2217,103
104 Coffs Harbour - Grafton,2007-08-01,0.2537,104
105 Far West and Orana,2007-08-01,0.1754,105
106 Hunter Valley exc Newcastle,2007-08-01,0.2204,106
107 Illawarra,2007-08-01,0.2576,107
108 Mid North Coast,2007-08-01,0.2327,108
109 Murray,2007-08-01,0.2402,109
110 New England and North West,2007-08-01,0.208,110
111 Newcastle and Lake Macquarie,2007-08-01,0.2692,111
112 Richmond - Tweed,2007-08-01,0.2194,112
113 Riverina,2007-08-01,0.22,113
114 Southern Highlands and Shoalhaven,2007-08-01,0.2298,114
206 Melbourne - Inner,2007-08-01,0.2451,206
207 Melbourne - Inner East,2007-08-01,0.2625,207
208 Melbourne - Inner South,2007-08-01,0.228,208
209 Melbourne - North East,2007-08-01,0.2707,209
210 Melbourne - North West,2007-08-01,0.2888,210
211 Melbourne - Outer East,2007-08-01,0.2659,211
212 Melbourne - South East,2007-08-01,0.2704,212
213 Melbourne - West,2007-08-01,0.2661,213
214 Mornington Peninsula,2007-08-01,0.2489,214
201 Ballarat,2007-08-01,0.2437,201
202 Bendigo,2007-08-01,0.2525,202
203 Geelong,2007-08-01,0.2303,203
204 Hume,2007-08-01,0.1948,204
205 Latrobe - Gippsland,2007-08-01,0.2394,205
215 Victoria - North West,2007-08-01,0.2126,215
216 Shepparton,2007-08-01,0.183,216
217 Warrnambool and South West,2007-08-01,0.1988,217
301 Brisbane - East,2007-08-01,0.2826,301
302 Brisbane - North,2007-08-01,0.3184,302
303 Brisbane - South,2007-08-01,0.2789,303
304 Brisbane - West,2007-08-01,0.2578,304
305 Brisbane Inner City,2007-08-01,0.2713,305
310 Ipswich,2007-08-01,0.2453,310
311 Logan - Beaudesert,2007-08-01,0.2648,311
313 Moreton Bay - North,2007-08-01,0.252,313
314 Moreton Bay - South,2007-08-01,0.321,314
306 Cairns,2007-08-01,0.2479,306
307 Darling Downs - Maranoa,2007-08-01,0.1891,307
308 Fitzroy,2007-08-01,0.2349,308
309 Gold Coast,2007-08-01,0.264,309
312 Mackay,2007-08-01,0.2211,312
315 Queensland - Outback,2007-08-01,0.1528,315
316 Sunshine Coast,2007-08-01,0.2583,316
317 Toowoomba,2007-08-01,0.2574,317
318 Townsville,2007-08-01,0.2517,318
319 Wide Bay,2007-08-01,0.2255,319
401 Adelaide - Central and Hills,2007-08-01,0.2492,401
402 Adelaide - North,2007-08-01,0.2766,402
403 Adelaide - South,2007-08-01,0.2691,403
404 Adelaide - West,2007-08-01,0.2814,404
405 Barossa - Yorke - Mid North,2007-08-01,0.2329,405
406 South Australia - Outback,2007-08-01,0.1787,406
407 South Australia - South East,2007-08-01,0.1739,407
502 Mandurah,2007-08-01,0.1864,502
503 Perth - Inner,2007-08-01,0.1957,503
504 Perth - North East,2007-08-01,0.2648,504
505 Perth - North West,2007-08-01,0.266,505
506 Perth - South East,2007-08-01,0.2619,506
507 Perth - South West,2007-08-01,0.2559,507
501 Bunbury,2007-08-01,0.2163,501
508 Western Australia - Outback,2007-08-01,0.1746,508
509 Western Australia - Wheat Belt,2007-08-01,0.1824,509
601 Hobart,2007-08-01,0.259,601
602 Launceston and North East,2007-08-01,0.2089,602
603 Tasmania - South East,2007-08-01,0.1872,603
604 Tasmania - West and North West,2007-08-01,0.2258,604
701 Darwin,2007-08-01,0.2608,701
702 Northern Territory - Outback,2007-08-01,0.1691,702
801 Australian Capital Territory,2007-08-01,0.2847,801
102 Central Coast,2008-08-01,0.2325,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-08-01,0.2809,115
116 Sydney - Blacktown,2008-08-01,0.2425,116
117 Sydney - City and Inner South,2008-08-01,0.2353,117
118 Sydney - Eastern Suburbs,2008-08-01,0.2267,118
119 Sydney - Inner South West,2008-08-01,0.2754,119
120 Sydney - Inner West,2008-08-01,0.2472,120
121 Sydney - North Sydney and Hornsby,2008-08-01,0.2178,121
122 Sydney - Northern Beaches,2008-08-01,0.2143,122
123 Sydney - Outer South West,2008-08-01,0.3121,123
124 Sydney - Outer West and Blue Mountains,2008-08-01,0.258,124
125 Sydney - Parramatta,2008-08-01,0.2806,125
126 Sydney - Ryde,2008-08-01,0.2748,126
127 Sydney - South West,2008-08-01,0.2741,127
128 Sydney - Sutherland,2008-08-01,0.2526,128
101 Capital Region,2008-08-01,0.2355,101
103 New South Wales - Central West,2008-08-01,0.2787,103
104 Coffs Harbour - Grafton,2008-08-01,0.2358,104
105 Far West and Orana,2008-08-01,0.1915,105
106 Hunter Valley exc Newcastle,2008-08-01,0.2297,106
107 Illawarra,2008-08-01,0.2572,107
108 Mid North Coast,2008-08-01,0.3061,108
109 Murray,2008-08-01,0.1985,109
110 New England and North West,2008-08-01,0.1658,110
111 Newcastle and Lake Macquarie,2008-08-01,0.2553,111
112 Richmond - Tweed,2008-08-01,0.2292,112
113 Riverina,2008-08-01,0.2404,113
114 Southern Highlands and Shoalhaven,2008-08-01,0.2097,114
206 Melbourne - Inner,2008-08-01,0.2286,206
207 Melbourne - Inner East,2008-08-01,0.2557,207
208 Melbourne - Inner South,2008-08-01,0.2448,208
209 Melbourne - North East,2008-08-01,0.2633,209
210 Melbourne - North West,2008-08-01,0.2702,210
211 Melbourne - Outer East,2008-08-01,0.2527,211
212 Melbourne - South East,2008-08-01,0.2723,212
213 Melbourne - West,2008-08-01,0.2655,213
214 Mornington Peninsula,2008-08-01,0.2981,214
201 Ballarat,2008-08-01,0.233,201
202 Bendigo,2008-08-01,0.2138,202
203 Geelong,2008-08-01,0.2312,203
204 Hume,2008-08-01,0.216,204
205 Latrobe - Gippsland,2008-08-01,0.2277,205
215 Victoria - North West,2008-08-01,0.2091,215
216 Shepparton,2008-08-01,0.1723,216
217 Warrnambool and South West,2008-08-01,0.2115,217
301 Brisbane - East,2008-08-01,0.2984,301
302 Brisbane - North,2008-08-01,0.2918,302
303 Brisbane - South,2008-08-01,0.3,303
304 Brisbane - West,2008-08-01,0.2504,304
305 Brisbane Inner City,2008-08-01,0.2405,305
310 Ipswich,2008-08-01,0.2487,310
311 Logan - Beaudesert,2008-08-01,0.2694,311
313 Moreton Bay - North,2008-08-01,0.2653,313
314 Moreton Bay - South,2008-08-01,0.2845,314
306 Cairns,2008-08-01,0.2282,306
307 Darling Downs - Maranoa,2008-08-01,0.1996,307
308 Fitzroy,2008-08-01,0.2025,308
309 Gold Coast,2008-08-01,0.2914,309
312 Mackay,2008-08-01,0.2201,312
315 Queensland - Outback,2008-08-01,0.1223,315
316 Sunshine Coast,2008-08-01,0.2723,316
317 Toowoomba,2008-08-01,0.2744,317
318 Townsville,2008-08-01,0.2631,318
319 Wide Bay,2008-08-01,0.2221,319
401 Adelaide - Central and Hills,2008-08-01,0.2438,401
402 Adelaide - North,2008-08-01,0.2729,402
403 Adelaide - South,2008-08-01,0.246,403
404 Adelaide - West,2008-08-01,0.2836,404
405 Barossa - Yorke - Mid North,2008-08-01,0.216,405
406 South Australia - Outback,2008-08-01,0.1811,406
407 South Australia - South East,2008-08-01,0.2022,407
502 Mandurah,2008-08-01,0.1931,502
503 Perth - Inner,2008-08-01,0.2065,503
504 Perth - North East,2008-08-01,0.2371,504
505 Perth - North West,2008-08-01,0.2574,505
506 Perth - South East,2008-08-01,0.247,506
507 Perth - South West,2008-08-01,0.2358,507
501 Bunbury,2008-08-01,0.2176,501
508 Western Australia - Outback,2008-08-01,0.1589,508
509 Western Australia - Wheat Belt,2008-08-01,0.1968,509
601 Hobart,2008-08-01,0.2621,601
602 Launceston and North East,2008-08-01,0.2213,602
603 Tasmania - South East,2008-08-01,0.1577,603
604 Tasmania - West and North West,2008-08-01,0.2051,604
701 Darwin,2008-08-01,0.2548,701
702 Northern Territory - Outback,2008-08-01,0.1718,702
801 Australian Capital Territory,2008-08-01,0.2824,801
102 Central Coast,2009-08-01,0.2551,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-08-01,0.2712,115
116 Sydney - Blacktown,2009-08-01,0.244,116
117 Sydney - City and Inner South,2009-08-01,0.221,117
118 Sydney - Eastern Suburbs,2009-08-01,0.2235,118
119 Sydney - Inner South West,2009-08-01,0.288,119
120 Sydney - Inner West,2009-08-01,0.2475,120
121 Sydney - North Sydney and Hornsby,2009-08-01,0.2263,121
122 Sydney - Northern Beaches,2009-08-01,0.2137,122
123 Sydney - Outer South West,2009-08-01,0.3289,123
124 Sydney - Outer West and Blue Mountains,2009-08-01,0.2588,124
125 Sydney - Parramatta,2009-08-01,0.2719,125
126 Sydney - Ryde,2009-08-01,0.2609,126
127 Sydney - South West,2009-08-01,0.2738,127
128 Sydney - Sutherland,2009-08-01,0.2975,128
101 Capital Region,2009-08-01,0.2225,101
103 New South Wales - Central West,2009-08-01,0.2184,103
104 Coffs Harbour - Grafton,2009-08-01,0.2714,104
105 Far West and Orana,2009-08-01,0.2239,105
106 Hunter Valley exc Newcastle,2009-08-01,0.2171,106
107 Illawarra,2009-08-01,0.2385,107
108 Mid North Coast,2009-08-01,0.2338,108
109 Murray,2009-08-01,0.2402,109
110 New England and North West,2009-08-01,0.1877,110
111 Newcastle and Lake Macquarie,2009-08-01,0.2715,111
112 Richmond - Tweed,2009-08-01,0.2282,112
113 Riverina,2009-08-01,0.2168,113
114 Southern Highlands and Shoalhaven,2009-08-01,0.2713,114
206 Melbourne - Inner,2009-08-01,0.231,206
207 Melbourne - Inner East,2009-08-01,0.2638,207
208 Melbourne - Inner South,2009-08-01,0.2737,208
209 Melbourne - North East,2009-08-01,0.2635,209
210 Melbourne - North West,2009-08-01,0.2849,210
211 Melbourne - Outer East,2009-08-01,0.2661,211
212 Melbourne - South East,2009-08-01,0.2731,212
213 Melbourne - West,2009-08-01,0.2644,213
214 Mornington Peninsula,2009-08-01,0.2925,214
201 Ballarat,2009-08-01,0.2026,201
202 Bendigo,2009-08-01,0.2097,202
203 Geelong,2009-08-01,0.2517,203
204 Hume,2009-08-01,0.1717,204
205 Latrobe - Gippsland,2009-08-01,0.1701,205
215 Victoria - North West,2009-08-01,0.2212,215
216 Shepparton,2009-08-01,0.194,216
217 Warrnambool and South West,2009-08-01,0.1899,217
301 Brisbane - East,2009-08-01,0.3056,301
302 Brisbane - North,2009-08-01,0.2646,302
303 Brisbane - South,2009-08-01,0.2939,303
304 Brisbane - West,2009-08-01,0.2069,304
305 Brisbane Inner City,2009-08-01,0.2234,305
310 Ipswich,2009-08-01,0.2421,310
311 Logan - Beaudesert,2009-08-01,0.2661,311
313 Moreton Bay - North,2009-08-01,0.2633,313
314 Moreton Bay - South,2009-08-01,0.2886,314
306 Cairns,2009-08-01,0.2537,306
307 Darling Downs - Maranoa,2009-08-01,0.1691,307
308 Fitzroy,2009-08-01,0.2251,308
309 Gold Coast,2009-08-01,0.2809,309
312 Mackay,2009-08-01,0.2361,312
315 Queensland - Outback,2009-08-01,0.1491,315
316 Sunshine Coast,2009-08-01,0.2417,316
317 Toowoomba,2009-08-01,0.2824,317
318 Townsville,2009-08-01,0.2464,318
319 Wide Bay,2009-08-01,0.231,319
401 Adelaide - Central and Hills,2009-08-01,0.2404,401
402 Adelaide - North,2009-08-01,0.2453,402
403 Adelaide - South,2009-08-01,0.2611,403
404 Adelaide - West,2009-08-01,0.2804,404
405 Barossa - Yorke - Mid North,2009-08-01,0.1684,405
406 South Australia - Outback,2009-08-01,0.1991,406
407 South Australia - South East,2009-08-01,0.179,407
502 Mandurah,2009-08-01,0.2432,502
503 Perth - Inner,2009-08-01,0.2241,503
504 Perth - North East,2009-08-01,0.247,504
505 Perth - North West,2009-08-01,0.2711,505
506 Perth - South East,2009-08-01,0.232,506
507 Perth - South West,2009-08-01,0.2243,507
501 Bunbury,2009-08-01,0.2408,501
508 Western Australia - Outback,2009-08-01,0.1748,508
509 Western Australia - Wheat Belt,2009-08-01,0.19,509
601 Hobart,2009-08-01,0.2491,601
602 Launceston and North East,2009-08-01,0.2584,602
603 Tasmania - South East,2009-08-01,0.2281,603
604 Tasmania - West and North West,2009-08-01,0.1901,604
701 Darwin,2009-08-01,0.2609,701
702 Northern Territory - Outback,2009-08-01,0.1934,702
801 Australian Capital Territory,2009-08-01,0.2688,801
102 Central Coast,2010-08-01,0.2855,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-08-01,0.2698,115
116 Sydney - Blacktown,2010-08-01,0.271,116
117 Sydney - City and Inner South,2010-08-01,0.2092,117
118 Sydney - Eastern Suburbs,2010-08-01,0.2121,118
119 Sydney - Inner South West,2010-08-01,0.2844,119
120 Sydney - Inner West,2010-08-01,0.2378,120
121 Sydney - North Sydney and Hornsby,2010-08-01,0.2063,121
122 Sydney - Northern Beaches,2010-08-01,0.2274,122
123 Sydney - Outer South West,2010-08-01,0.2691,123
124 Sydney - Outer West and Blue Mountains,2010-08-01,0.2384,124
125 Sydney - Parramatta,2010-08-01,0.2641,125
126 Sydney - Ryde,2010-08-01,0.2497,126
127 Sydney - South West,2010-08-01,0.2658,127
128 Sydney - Sutherland,2010-08-01,0.2714,128
101 Capital Region,2010-08-01,0.2436,101
103 New South Wales - Central West,2010-08-01,0.217,103
104 Coffs Harbour - Grafton,2010-08-01,0.2577,104
105 Far West and Orana,2010-08-01,0.1708,105
106 Hunter Valley exc Newcastle,2010-08-01,0.2065,106
107 Illawarra,2010-08-01,0.2288,107
108 Mid North Coast,2010-08-01,0.2657,108
109 Murray,2010-08-01,0.2296,109
110 New England and North West,2010-08-01,0.2055,110
111 Newcastle and Lake Macquarie,2010-08-01,0.2519,111
112 Richmond - Tweed,2010-08-01,0.2045,112
113 Riverina,2010-08-01,0.1934,113
114 Southern Highlands and Shoalhaven,2010-08-01,0.2075,114
206 Melbourne - Inner,2010-08-01,0.2049,206
207 Melbourne - Inner East,2010-08-01,0.2628,207
208 Melbourne - Inner South,2010-08-01,0.2755,208
