Labour market region (SA4): ASGS (2011),Date,Percent of part time workers,sa4_code_2011
308 Fitzroy,1/11/03,40.31,308
309 Gold Coast,1/11/03,21.45,309
312 Mackay,1/11/03,25.02,312
315 Queensland - Outback,1/11/03,24.27,315
316 Sunshine Coast,1/11/03,28.19,316
317 Toowoomba,1/11/03,29.28,317
318 Townsville,1/11/03,22.26,318
319 Wide Bay,1/11/03,23.92,319
401 Adelaide - Central and Hills,1/11/03,27.05,401
402 Adelaide - North,1/11/03,42.15,402
403 Adelaide - South,1/11/03,20.15,403
404 Adelaide - West,1/11/03,28.07,404
405 Barossa - Yorke - Mid North,1/11/03,28.84,405
406 South Australia - Outback,1/11/03,36.84,406
407 South Australia - South East,1/11/03,25.62,407
502 Mandurah,1/11/03,31.63,502
503 Perth - Inner,1/11/03,20.03,503
504 Perth - North East,1/11/03,53.92,504
505 Perth - North West,1/11/03,25.78,505
506 Perth - South East,1/11/03,31.17,506
507 Perth - South West,1/11/03,26.34,507
501 Bunbury,1/11/03,29.18,501
508 Western Australia - Outback,1/11/03,25.95,508
509 Western Australia - Wheat Belt,1/11/03,28.67,509
601 Hobart,1/11/03,36.27,601
602 Launceston and North East,1/11/03,32.49,602
603 Tasmania - South East,1/11/03,26.7,603
604 Tasmania - West and North West,1/11/03,30.21,604
701 Darwin,1/11/03,25.16,701
702 Northern Territory - Outback,1/11/03,31.87,702
801 Australian Capital Territory,1/11/03,25.88,801
102 Central Coast,1/11/04,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/04,25.65,115
116 Sydney - Blacktown,1/11/04,39.18,116
117 Sydney - City and Inner South,1/11/04,22.18,117
118 Sydney - Eastern Suburbs,1/11/04,44.31,118
119 Sydney - Inner South West,1/11/04,52.26,119
120 Sydney - Inner West,1/11/04,28.65,120
121 Sydney - North Sydney and Hornsby,1/11/04,43.86,121
122 Sydney - Northern Beaches,1/11/04,53.32,122
123 Sydney - Outer South West,1/11/04,42.93,123
124 Sydney - Outer West and Blue Mountains,1/11/04,25.34,124
125 Sydney - Parramatta,1/11/04,27.13,125
126 Sydney - Ryde,1/11/04,29.96,126
127 Sydney - South West,1/11/04,50.1,127
128 Sydney - Sutherland,1/11/04,20.3,128
101 Capital Region,1/11/04,31.31,101
103 New South Wales - Central West,1/11/04,30.16,103
104 Coffs Harbour - Grafton,1/11/04,31.72,104
105 Far West and Orana,1/11/04,28.19,105
106 Hunter Valley exc Newcastle,1/11/04,37.77,106
107 Illawarra,1/11/04,19.53,107
108 Mid North Coast,1/11/04,31.8,108
109 Murray,1/11/04,30.03,109
110 New England and North West,1/11/04,31.14,110
111 Newcastle and Lake Macquarie,1/11/04,33.77,111
112 Richmond - Tweed,1/11/04,29.56,112
113 Riverina,1/11/04,32.63,113
114 Southern Highlands and Shoalhaven,1/11/04,35.81,114
206 Melbourne - Inner,1/11/04,27.42,206
207 Melbourne - Inner East,1/11/04,49.54,207
208 Melbourne - Inner South,1/11/04,46.52,208
209 Melbourne - North East,1/11/04,49.05,209
210 Melbourne - North West,1/11/04,31.74,210
211 Melbourne - Outer East,1/11/04,21.61,211
212 Melbourne - South East,1/11/04,27.74,212
213 Melbourne - West,1/11/04,26.75,213
214 Mornington Peninsula,1/11/04,25.39,214
201 Ballarat,1/11/04,25.89,201
202 Bendigo,1/11/04,25.81,202
203 Geelong,1/11/04,30.11,203
204 Hume,1/11/04,31.21,204
205 Latrobe - Gippsland,1/11/04,33.46,205
215 Victoria - North West,1/11/04,31.94,215
216 Shepparton,1/11/04,37.25,216
217 Warrnambool and South West,1/11/04,32.6,217
301 Brisbane - East,1/11/04,31.56,301
302 Brisbane - North,1/11/04,23.17,302
303 Brisbane - South,1/11/04,28.72,303
304 Brisbane - West,1/11/04,34.45,304
305 Brisbane Inner City,1/11/04,48,305
310 Ipswich,1/11/04,48.76,310
311 Logan - Beaudesert,1/11/04,19.16,311
313 Moreton Bay - North,1/11/04,16.56,313
314 Moreton Bay - South,1/11/04,25.45,314
306 Cairns,1/11/04,25.8,306
307 Darling Downs - Maranoa,1/11/04,28.1,307
308 Fitzroy,1/11/04,38.61,308
309 Gold Coast,1/11/04,24.54,309
312 Mackay,1/11/04,27.2,312
315 Queensland - Outback,1/11/04,26.53,315
316 Sunshine Coast,1/11/04,33.31,316
317 Toowoomba,1/11/04,25.24,317
318 Townsville,1/11/04,27.19,318
319 Wide Bay,1/11/04,24.56,319
401 Adelaide - Central and Hills,1/11/04,30.27,401
402 Adelaide - North,1/11/04,44.3,402
403 Adelaide - South,1/11/04,20.16,403
404 Adelaide - West,1/11/04,30.77,404
405 Barossa - Yorke - Mid North,1/11/04,27.65,405
406 South Australia - Outback,1/11/04,31.09,406
407 South Australia - South East,1/11/04,29.16,407
502 Mandurah,1/11/04,33.97,502
503 Perth - Inner,1/11/04,18.55,503
504 Perth - North East,1/11/04,51.23,504
505 Perth - North West,1/11/04,26.27,505
506 Perth - South East,1/11/04,29.73,506
507 Perth - South West,1/11/04,26.33,507
501 Bunbury,1/11/04,30.22,501
508 Western Australia - Outback,1/11/04,26.3,508
509 Western Australia - Wheat Belt,1/11/04,27.09,509
601 Hobart,1/11/04,33.95,601
602 Launceston and North East,1/11/04,34.02,602
603 Tasmania - South East,1/11/04,26.31,603
604 Tasmania - West and North West,1/11/04,29.83,604
701 Darwin,1/11/04,25.62,701
702 Northern Territory - Outback,1/11/04,30.13,702
801 Australian Capital Territory,1/11/04,27.76,801
102 Central Coast,1/11/05,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/05,28.88,115
116 Sydney - Blacktown,1/11/05,38.36,116
117 Sydney - City and Inner South,1/11/05,23.37,117
118 Sydney - Eastern Suburbs,1/11/05,43.29,118
119 Sydney - Inner South West,1/11/05,50.3,119
120 Sydney - Inner West,1/11/05,29.03,120
121 Sydney - North Sydney and Hornsby,1/11/05,45.37,121
122 Sydney - Northern Beaches,1/11/05,51.67,122
123 Sydney - Outer South West,1/11/05,43.95,123
124 Sydney - Outer West and Blue Mountains,1/11/05,25,124
125 Sydney - Parramatta,1/11/05,27.08,125
126 Sydney - Ryde,1/11/05,30.63,126
127 Sydney - South West,1/11/05,49.33,127
128 Sydney - Sutherland,1/11/05,23.29,128
101 Capital Region,1/11/05,32.43,101
103 New South Wales - Central West,1/11/05,30.95,103
104 Coffs Harbour - Grafton,1/11/05,32.25,104
105 Far West and Orana,1/11/05,25.26,105
106 Hunter Valley exc Newcastle,1/11/05,36.12,106
107 Illawarra,1/11/05,21.01,107
108 Mid North Coast,1/11/05,29.22,108
109 Murray,1/11/05,27.97,109
110 New England and North West,1/11/05,26.07,110
111 Newcastle and Lake Macquarie,1/11/05,31.3,111
112 Richmond - Tweed,1/11/05,30.57,112
113 Riverina,1/11/05,36.28,113
114 Southern Highlands and Shoalhaven,1/11/05,36.44,114
206 Melbourne - Inner,1/11/05,28.94,206
207 Melbourne - Inner East,1/11/05,49.77,207
208 Melbourne - Inner South,1/11/05,48.27,208
209 Melbourne - North East,1/11/05,45.77,209
210 Melbourne - North West,1/11/05,30.4,210
211 Melbourne - Outer East,1/11/05,22.01,211
212 Melbourne - South East,1/11/05,31.27,212
213 Melbourne - West,1/11/05,27.15,213
214 Mornington Peninsula,1/11/05,24.57,214
201 Ballarat,1/11/05,24.68,201
202 Bendigo,1/11/05,29.09,202
203 Geelong,1/11/05,32.95,203
204 Hume,1/11/05,29.32,204
205 Latrobe - Gippsland,1/11/05,34.71,205
215 Victoria - North West,1/11/05,29.31,215
216 Shepparton,1/11/05,34.73,216
217 Warrnambool and South West,1/11/05,25.64,217
301 Brisbane - East,1/11/05,34.2,301
302 Brisbane - North,1/11/05,25.3,302
303 Brisbane - South,1/11/05,30.41,303
304 Brisbane - West,1/11/05,36.51,304
305 Brisbane Inner City,1/11/05,45.91,305
310 Ipswich,1/11/05,47.42,310
311 Logan - Beaudesert,1/11/05,18.63,311
313 Moreton Bay - North,1/11/05,19.1,313
314 Moreton Bay - South,1/11/05,20.99,314
306 Cairns,1/11/05,27.67,306
307 Darling Downs - Maranoa,1/11/05,23.94,307
308 Fitzroy,1/11/05,32.2,308
309 Gold Coast,1/11/05,27.73,309
312 Mackay,1/11/05,28.88,312
315 Queensland - Outback,1/11/05,28.41,315
316 Sunshine Coast,1/11/05,25.05,316
317 Toowoomba,1/11/05,26.17,317
318 Townsville,1/11/05,28.57,318
319 Wide Bay,1/11/05,26.16,319
401 Adelaide - Central and Hills,1/11/05,29.65,401
402 Adelaide - North,1/11/05,43.24,402
403 Adelaide - South,1/11/05,21.13,403
404 Adelaide - West,1/11/05,29.51,404
405 Barossa - Yorke - Mid North,1/11/05,31.16,405
406 South Australia - Outback,1/11/05,31.82,406
407 South Australia - South East,1/11/05,30.15,407
502 Mandurah,1/11/05,29.65,502
503 Perth - Inner,1/11/05,17.66,503
504 Perth - North East,1/11/05,57.78,504
505 Perth - North West,1/11/05,27.52,505
506 Perth - South East,1/11/05,30.96,506
507 Perth - South West,1/11/05,27.36,507
501 Bunbury,1/11/05,30.4,501
508 Western Australia - Outback,1/11/05,26.19,508
509 Western Australia - Wheat Belt,1/11/05,30.01,509
601 Hobart,1/11/05,39.36,601
602 Launceston and North East,1/11/05,33.34,602
603 Tasmania - South East,1/11/05,29.99,603
604 Tasmania - West and North West,1/11/05,27.79,604
701 Darwin,1/11/05,26.89,701
702 Northern Territory - Outback,1/11/05,30.63,702
801 Australian Capital Territory,1/11/05,29.15,801
102 Central Coast,1/11/06,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/06,26.05,115
116 Sydney - Blacktown,1/11/06,43.33,116
117 Sydney - City and Inner South,1/11/06,21.31,117
118 Sydney - Eastern Suburbs,1/11/06,44.32,118
119 Sydney - Inner South West,1/11/06,56.51,119
120 Sydney - Inner West,1/11/06,30.29,120
121 Sydney - North Sydney and Hornsby,1/11/06,46.04,121
122 Sydney - Northern Beaches,1/11/06,53.75,122
123 Sydney - Outer South West,1/11/06,43.98,123
124 Sydney - Outer West and Blue Mountains,1/11/06,24.71,124
125 Sydney - Parramatta,1/11/06,28.53,125
126 Sydney - Ryde,1/11/06,31.87,126
127 Sydney - South West,1/11/06,48.74,127
128 Sydney - Sutherland,1/11/06,23.66,128
101 Capital Region,1/11/06,36.55,101
103 New South Wales - Central West,1/11/06,31.03,103
104 Coffs Harbour - Grafton,1/11/06,32.8,104
105 Far West and Orana,1/11/06,26,105
106 Hunter Valley exc Newcastle,1/11/06,39.07,106
107 Illawarra,1/11/06,21.99,107
108 Mid North Coast,1/11/06,29.37,108
109 Murray,1/11/06,23.44,109
110 New England and North West,1/11/06,29.14,110
111 Newcastle and Lake Macquarie,1/11/06,34.4,111
112 Richmond - Tweed,1/11/06,28.7,112
113 Riverina,1/11/06,30.38,113
114 Southern Highlands and Shoalhaven,1/11/06,34.34,114
206 Melbourne - Inner,1/11/06,33.67,206
207 Melbourne - Inner East,1/11/06,52.02,207
208 Melbourne - Inner South,1/11/06,49.78,208
209 Melbourne - North East,1/11/06,48.81,209
210 Melbourne - North West,1/11/06,31.22,210
211 Melbourne - Outer East,1/11/06,22.83,211
212 Melbourne - South East,1/11/06,31.14,212
213 Melbourne - West,1/11/06,28.36,213
214 Mornington Peninsula,1/11/06,24.67,214
201 Ballarat,1/11/06,25.06,201
202 Bendigo,1/11/06,31.96,202
203 Geelong,1/11/06,33.43,203
204 Hume,1/11/06,32.54,204
205 Latrobe - Gippsland,1/11/06,29.36,205
215 Victoria - North West,1/11/06,29.31,215
216 Shepparton,1/11/06,39.84,216
217 Warrnambool and South West,1/11/06,30.2,217
301 Brisbane - East,1/11/06,35.56,301
302 Brisbane - North,1/11/06,28.55,302
303 Brisbane - South,1/11/06,26.93,303
304 Brisbane - West,1/11/06,37.39,304
305 Brisbane Inner City,1/11/06,44.98,305
310 Ipswich,1/11/06,51.11,310
311 Logan - Beaudesert,1/11/06,19.98,311
313 Moreton Bay - North,1/11/06,17.44,313
314 Moreton Bay - South,1/11/06,20.65,314
306 Cairns,1/11/06,28.86,306
307 Darling Downs - Maranoa,1/11/06,26.43,307
308 Fitzroy,1/11/06,31.11,308
309 Gold Coast,1/11/06,22.81,309
312 Mackay,1/11/06,28.57,312
315 Queensland - Outback,1/11/06,26.39,315
316 Sunshine Coast,1/11/06,26.83,316
317 Toowoomba,1/11/06,27.58,317
318 Townsville,1/11/06,31.07,318
319 Wide Bay,1/11/06,25.03,319
401 Adelaide - Central and Hills,1/11/06,29.6,401
402 Adelaide - North,1/11/06,46.06,402
403 Adelaide - South,1/11/06,21.99,403
404 Adelaide - West,1/11/06,31.92,404
405 Barossa - Yorke - Mid North,1/11/06,30.91,405
406 South Australia - Outback,1/11/06,29.27,406
407 South Australia - South East,1/11/06,25.15,407
502 Mandurah,1/11/06,31.33,502
503 Perth - Inner,1/11/06,18.93,503
504 Perth - North East,1/11/06,55.29,504
505 Perth - North West,1/11/06,27.12,505
506 Perth - South East,1/11/06,29.14,506
507 Perth - South West,1/11/06,28.95,507
501 Bunbury,1/11/06,28.6,501
508 Western Australia - Outback,1/11/06,27.04,508
509 Western Australia - Wheat Belt,1/11/06,29.3,509
601 Hobart,1/11/06,30.37,601
602 Launceston and North East,1/11/06,34.08,602
603 Tasmania - South East,1/11/06,28.34,603
604 Tasmania - West and North West,1/11/06,34.2,604
701 Darwin,1/11/06,23.46,701
702 Northern Territory - Outback,1/11/06,30.67,702
801 Australian Capital Territory,1/11/06,31.1,801
102 Central Coast,1/11/07,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/07,24.55,115
116 Sydney - Blacktown,1/11/07,42.64,116
117 Sydney - City and Inner South,1/11/07,24.55,117
118 Sydney - Eastern Suburbs,1/11/07,49.19,118
119 Sydney - Inner South West,1/11/07,52.4,119
120 Sydney - Inner West,1/11/07,27.16,120
121 Sydney - North Sydney and Hornsby,1/11/07,46.17,121
122 Sydney - Northern Beaches,1/11/07,55.94,122
123 Sydney - Outer South West,1/11/07,44.53,123
124 Sydney - Outer West and Blue Mountains,1/11/07,22.36,124
125 Sydney - Parramatta,1/11/07,31.88,125
126 Sydney - Ryde,1/11/07,31.54,126
127 Sydney - South West,1/11/07,51.25,127
128 Sydney - Sutherland,1/11/07,20.66,128
101 Capital Region,1/11/07,36.27,101
103 New South Wales - Central West,1/11/07,30.6,103
104 Coffs Harbour - Grafton,1/11/07,35.72,104
105 Far West and Orana,1/11/07,28.91,105
106 Hunter Valley exc Newcastle,1/11/07,36.17,106
107 Illawarra,1/11/07,21.8,107
108 Mid North Coast,1/11/07,24.81,108
109 Murray,1/11/07,26.46,109
110 New England and North West,1/11/07,27.85,110
111 Newcastle and Lake Macquarie,1/11/07,38.8,111
112 Richmond - Tweed,1/11/07,29.56,112
113 Riverina,1/11/07,32.76,113
114 Southern Highlands and Shoalhaven,1/11/07,31.65,114
206 Melbourne - Inner,1/11/07,33.12,206
207 Melbourne - Inner East,1/11/07,52.1,207
208 Melbourne - Inner South,1/11/07,49.1,208
209 Melbourne - North East,1/11/07,47.7,209
210 Melbourne - North West,1/11/07,30.61,210
211 Melbourne - Outer East,1/11/07,23.25,211
212 Melbourne - South East,1/11/07,30.72,212
213 Melbourne - West,1/11/07,25.95,213
214 Mornington Peninsula,1/11/07,25.14,214
201 Ballarat,1/11/07,28.16,201
202 Bendigo,1/11/07,25.85,202
203 Geelong,1/11/07,29.99,203
204 Hume,1/11/07,31.76,204
205 Latrobe - Gippsland,1/11/07,28.21,205
215 Victoria - North West,1/11/07,26.3,215
216 Shepparton,1/11/07,39.49,216
217 Warrnambool and South West,1/11/07,34.19,217
301 Brisbane - East,1/11/07,32.37,301
302 Brisbane - North,1/11/07,26.18,302
303 Brisbane - South,1/11/07,30.7,303
304 Brisbane - West,1/11/07,37.5,304
305 Brisbane Inner City,1/11/07,48.81,305
310 Ipswich,1/11/07,50.06,310
311 Logan - Beaudesert,1/11/07,22.32,311
313 Moreton Bay - North,1/11/07,22.24,313
314 Moreton Bay - South,1/11/07,22.23,314
306 Cairns,1/11/07,28.09,306
307 Darling Downs - Maranoa,1/11/07,26.72,307
308 Fitzroy,1/11/07,35.71,308
309 Gold Coast,1/11/07,24.6,309
312 Mackay,1/11/07,27.36,312
315 Queensland - Outback,1/11/07,26.24,315
316 Sunshine Coast,1/11/07,29.75,316
317 Toowoomba,1/11/07,30.49,317
318 Townsville,1/11/07,30.42,318
319 Wide Bay,1/11/07,23.46,319
401 Adelaide - Central and Hills,1/11/07,27.01,401
402 Adelaide - North,1/11/07,44.56,402
403 Adelaide - South,1/11/07,23.5,403
404 Adelaide - West,1/11/07,30.23,404
405 Barossa - Yorke - Mid North,1/11/07,30.48,405
406 South Australia - Outback,1/11/07,31.63,406
407 South Australia - South East,1/11/07,24.67,407
502 Mandurah,1/11/07,32.92,502
503 Perth - Inner,1/11/07,24.39,503
504 Perth - North East,1/11/07,59.58,504
505 Perth - North West,1/11/07,24.84,505
506 Perth - South East,1/11/07,32.64,506
507 Perth - South West,1/11/07,30.54,507
501 Bunbury,1/11/07,31.67,501
508 Western Australia - Outback,1/11/07,24.91,508
509 Western Australia - Wheat Belt,1/11/07,25.67,509
601 Hobart,1/11/07,35.28,601
602 Launceston and North East,1/11/07,33.46,602
603 Tasmania - South East,1/11/07,30.25,603
604 Tasmania - West and North West,1/11/07,30.24,604
701 Darwin,1/11/07,23.36,701
702 Northern Territory - Outback,1/11/07,35.11,702
801 Australian Capital Territory,1/11/07,26.44,801
102 Central Coast,1/11/08,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/08,26.91,115
116 Sydney - Blacktown,1/11/08,43.14,116
117 Sydney - City and Inner South,1/11/08,25.54,117
118 Sydney - Eastern Suburbs,1/11/08,48.9,118
119 Sydney - Inner South West,1/11/08,52.84,119
120 Sydney - Inner West,1/11/08,27.25,120
121 Sydney - North Sydney and Hornsby,1/11/08,46.54,121
122 Sydney - Northern Beaches,1/11/08,58.48,122
123 Sydney - Outer South West,1/11/08,49.19,123
124 Sydney - Outer West and Blue Mountains,1/11/08,23.81,124
125 Sydney - Parramatta,1/11/08,29.5,125
126 Sydney - Ryde,1/11/08,35,126
127 Sydney - South West,1/11/08,47.74,127
128 Sydney - Sutherland,1/11/08,21.62,128
101 Capital Region,1/11/08,37.85,101
103 New South Wales - Central West,1/11/08,37.11,103
104 Coffs Harbour - Grafton,1/11/08,22.95,104
105 Far West and Orana,1/11/08,30.11,105
106 Hunter Valley exc Newcastle,1/11/08,43.05,106
107 Illawarra,1/11/08,20.05,107
108 Mid North Coast,1/11/08,28.11,108
109 Murray,1/11/08,25.69,109
110 New England and North West,1/11/08,29.21,110
111 Newcastle and Lake Macquarie,1/11/08,33.94,111
112 Richmond - Tweed,1/11/08,31.62,112
113 Riverina,1/11/08,30.05,113
114 Southern Highlands and Shoalhaven,1/11/08,25.87,114
206 Melbourne - Inner,1/11/08,31.24,206
207 Melbourne - Inner East,1/11/08,52.79,207
208 Melbourne - Inner South,1/11/08,48.37,208
209 Melbourne - North East,1/11/08,52.41,209
210 Melbourne - North West,1/11/08,34.04,210
211 Melbourne - Outer East,1/11/08,27.77,211
212 Melbourne - South East,1/11/08,34.18,212
213 Melbourne - West,1/11/08,27.78,213
214 Mornington Peninsula,1/11/08,26.47,214
201 Ballarat,1/11/08,23.82,201
202 Bendigo,1/11/08,26.66,202
203 Geelong,1/11/08,35.71,203
204 Hume,1/11/08,31.01,204
205 Latrobe - Gippsland,1/11/08,28.88,205
215 Victoria - North West,1/11/08,29.94,215
216 Shepparton,1/11/08,29.25,216
217 Warrnambool and South West,1/11/08,33.41,217
301 Brisbane - East,1/11/08,29.69,301
302 Brisbane - North,1/11/08,25.42,302
303 Brisbane - South,1/11/08,30.07,303
304 Brisbane - West,1/11/08,35.17,304
305 Brisbane Inner City,1/11/08,52.85,305
310 Ipswich,1/11/08,50.22,310
311 Logan - Beaudesert,1/11/08,22.73,311
313 Moreton Bay - North,1/11/08,22.89,313
314 Moreton Bay - South,1/11/08,23.28,314
306 Cairns,1/11/08,34.89,306
307 Darling Downs - Maranoa,1/11/08,21.57,307
308 Fitzroy,1/11/08,33.13,308
309 Gold Coast,1/11/08,24.37,309
312 Mackay,1/11/08,27.29,312
315 Queensland - Outback,1/11/08,27.86,315
316 Sunshine Coast,1/11/08,31.65,316
317 Toowoomba,1/11/08,28.41,317
318 Townsville,1/11/08,30.92,318
319 Wide Bay,1/11/08,25.36,319
401 Adelaide - Central and Hills,1/11/08,27.66,401
402 Adelaide - North,1/11/08,44.97,402
403 Adelaide - South,1/11/08,25.05,403
404 Adelaide - West,1/11/08,32.23,404
405 Barossa - Yorke - Mid North,1/11/08,30.19,405
406 South Australia - Outback,1/11/08,34.44,406
407 South Australia - South East,1/11/08,31.21,407
502 Mandurah,1/11/08,30.6,502
503 Perth - Inner,1/11/08,20.36,503
504 Perth - North East,1/11/08,54.68,504
505 Perth - North West,1/11/08,28.77,505
506 Perth - South East,1/11/08,33.58,506
507 Perth - South West,1/11/08,27.94,507
501 Bunbury,1/11/08,32.62,501
508 Western Australia - Outback,1/11/08,23.6,508
509 Western Australia - Wheat Belt,1/11/08,28.95,509
601 Hobart,1/11/08,32.67,601
602 Launceston and North East,1/11/08,35.04,602
603 Tasmania - South East,1/11/08,31.06,603
604 Tasmania - West and North West,1/11/08,30.82,604
701 Darwin,1/11/08,24.35,701
702 Northern Territory - Outback,1/11/08,32.92,702
801 Australian Capital Territory,1/11/08,29.54,801
102 Central Coast,1/11/09,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/09,29.8,115
116 Sydney - Blacktown,1/11/09,43.08,116
117 Sydney - City and Inner South,1/11/09,25.63,117
118 Sydney - Eastern Suburbs,1/11/09,53.21,118
119 Sydney - Inner South West,1/11/09,51.69,119
120 Sydney - Inner West,1/11/09,29.57,120
121 Sydney - North Sydney and Hornsby,1/11/09,44.57,121
122 Sydney - Northern Beaches,1/11/09,56.07,122
123 Sydney - Outer South West,1/11/09,42.82,123
124 Sydney - Outer West and Blue Mountains,1/11/09,23.08,124
125 Sydney - Parramatta,1/11/09,29.79,125
126 Sydney - Ryde,1/11/09,33.22,126
127 Sydney - South West,1/11/09,49,127
128 Sydney - Sutherland,1/11/09,19.31,128
101 Capital Region,1/11/09,37.17,101
103 New South Wales - Central West,1/11/09,38.87,103
104 Coffs Harbour - Grafton,1/11/09,25.49,104
105 Far West and Orana,1/11/09,23.82,105
106 Hunter Valley exc Newcastle,1/11/09,42.76,106
107 Illawarra,1/11/09,28.54,107
108 Mid North Coast,1/11/09,32.43,108
109 Murray,1/11/09,31.2,109
110 New England and North West,1/11/09,29.86,110
111 Newcastle and Lake Macquarie,1/11/09,35.77,111
112 Richmond - Tweed,1/11/09,32.17,112
113 Riverina,1/11/09,30.4,113
114 Southern Highlands and Shoalhaven,1/11/09,29.58,114
206 Melbourne - Inner,1/11/09,28.87,206
207 Melbourne - Inner East,1/11/09,52.62,207
208 Melbourne - Inner South,1/11/09,49.37,208
209 Melbourne - North East,1/11/09,47.32,209
210 Melbourne - North West,1/11/09,33.32,210
211 Melbourne - Outer East,1/11/09,24.73,211
212 Melbourne - South East,1/11/09,33.72,212
213 Melbourne - West,1/11/09,29.47,213
214 Mornington Peninsula,1/11/09,28.15,214
201 Ballarat,1/11/09,27.57,201
202 Bendigo,1/11/09,28.4,202
203 Geelong,1/11/09,32.15,203
204 Hume,1/11/09,31.52,204
205 Latrobe - Gippsland,1/11/09,26.13,205
215 Victoria - North West,1/11/09,33.28,215
216 Shepparton,1/11/09,33.97,216
217 Warrnambool and South West,1/11/09,31.16,217
301 Brisbane - East,1/11/09,25.42,301
302 Brisbane - North,1/11/09,31.25,302
303 Brisbane - South,1/11/09,32.13,303
304 Brisbane - West,1/11/09,37.36,304
305 Brisbane Inner City,1/11/09,55.26,305
310 Ipswich,1/11/09,51.01,310
311 Logan - Beaudesert,1/11/09,20.71,311
313 Moreton Bay - North,1/11/09,20.19,313
314 Moreton Bay - South,1/11/09,23.63,314
306 Cairns,1/11/09,33.39,306
307 Darling Downs - Maranoa,1/11/09,25.16,307
308 Fitzroy,1/11/09,39.31,308
309 Gold Coast,1/11/09,18.02,309
312 Mackay,1/11/09,27.25,312
315 Queensland - Outback,1/11/09,26.39,315
316 Sunshine Coast,1/11/09,32.63,316
317 Toowoomba,1/11/09,32.65,317
318 Townsville,1/11/09,31.87,318
319 Wide Bay,1/11/09,27.79,319
401 Adelaide - Central and Hills,1/11/09,25.16,401
402 Adelaide - North,1/11/09,47.95,402
403 Adelaide - South,1/11/09,24.72,403
404 Adelaide - West,1/11/09,31.94,404
405 Barossa - Yorke - Mid North,1/11/09,30.41,405
406 South Australia - Outback,1/11/09,34.26,406
407 South Australia - South East,1/11/09,25.79,407
502 Mandurah,1/11/09,37.65,502
503 Perth - Inner,1/11/09,23.86,503
504 Perth - North East,1/11/09,48.01,504
505 Perth - North West,1/11/09,31.08,505
506 Perth - South East,1/11/09,30.43,506
507 Perth - South West,1/11/09,30.33,507
501 Bunbury,1/11/09,31.79,501
508 Western Australia - Outback,1/11/09,27.88,508
509 Western Australia - Wheat Belt,1/11/09,27.01,509
601 Hobart,1/11/09,33.68,601
602 Launceston and North East,1/11/09,36.26,602
603 Tasmania - South East,1/11/09,29.29,603
604 Tasmania - West and North West,1/11/09,31.49,604
701 Darwin,1/11/09,26.25,701
702 Northern Territory - Outback,1/11/09,34.98,702
801 Australian Capital Territory,1/11/09,30.65,801
102 Central Coast,1/11/10,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/10,28.98,115
116 Sydney - Blacktown,1/11/10,43.59,116
117 Sydney - City and Inner South,1/11/10,28.6,117
118 Sydney - Eastern Suburbs,1/11/10,49.99,118
119 Sydney - Inner South West,1/11/10,55.99,119
120 Sydney - Inner West,1/11/10,29.53,120
121 Sydney - North Sydney and Hornsby,1/11/10,50.78,121
122 Sydney - Northern Beaches,1/11/10,59.55,122
123 Sydney - Outer South West,1/11/10,49.47,123
124 Sydney - Outer West and Blue Mountains,1/11/10,27.72,124
125 Sydney - Parramatta,1/11/10,28.4,125
126 Sydney - Ryde,1/11/10,32.49,126
127 Sydney - South West,1/11/10,45.61,127
128 Sydney - Sutherland,1/11/10,21.94,128
101 Capital Region,1/11/10,39.69,101
103 New South Wales - Central West,1/11/10,39.95,103
104 Coffs Harbour - Grafton,1/11/10,35.65,104
105 Far West and Orana,1/11/10,29.22,105
106 Hunter Valley exc Newcastle,1/11/10,32.56,106
107 Illawarra,1/11/10,23.35,107
108 Mid North Coast,1/11/10,31.31,108
109 Murray,1/11/10,29.25,109
110 New England and North West,1/11/10,34.65,110
111 Newcastle and Lake Macquarie,1/11/10,33.26,111
112 Richmond - Tweed,1/11/10,32.11,112
113 Riverina,1/11/10,30.58,113
114 Southern Highlands and Shoalhaven,1/11/10,23.9,114
206 Melbourne - Inner,1/11/10,34.27,206
207 Melbourne - Inner East,1/11/10,55.74,207
208 Melbourne - Inner South,1/11/10,49.9,208
209 Melbourne - North East,1/11/10,47.31,209
210 Melbourne - North West,1/11/10,37.12,210
211 Melbourne - Outer East,1/11/10,25.05,211
212 Melbourne - South East,1/11/10,33.56,212
213 Melbourne - West,1/11/10,29.07,213
214 Mornington Peninsula,1/11/10,29.39,214
201 Ballarat,1/11/10,29.94,201
202 Bendigo,1/11/10,29.78,202
203 Geelong,1/11/10,34.68,203
204 Hume,1/11/10,29.21,204
205 Latrobe - Gippsland,1/11/10,32.9,205
215 Victoria - North West,1/11/10,31.81,215
216 Shepparton,1/11/10,34.4,216
217 Warrnambool and South West,1/11/10,26.1,217
301 Brisbane - East,1/11/10,28.72,301
302 Brisbane - North,1/11/10,30.31,302
